Question,OriginalQuestion,qwen72b,llama70b,gptoss120b,in_all_failed_subset
What security features does Timestomp typically evade or circumvent?,What security features are bypassed by Timestomp?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
"What PowerShell scripts are a hallmark of, and what asset is the focal point of, the Triada attack pattern?","What asset is at the center of the attack pattern that utilizes PowerShell scripts, a distinguishing feature of the Triada?",EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
What countermeasure is most likely to effectively mitigate the risks posed by PlugX?,What defensive strategy is most effective in mitigating the risks associated with PlugX?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
"What kind of target asset is typically compromised by the Sykipot, often using PowerShell scripts as part of its attack strategy?","What type of asset is the Sykipot typically designed to compromise, often employing PowerShell scripts in its attack?",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What attack pattern is utilized by the Ginp?,What type of attack pattern does the Ginp employ?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
How might operating on Windows Registers contribute to preventing the dissemination of the Cerberus attack pattern?,In what way can the course of action that involves operating on Windows Registers help to prevent the spread of Cerberus and its associated attack pattern?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What malware tools such as AuTo Stealer are typically associated with which type of attack pattern?,What kind of attack pattern is characteristic of malware tools like AuTo Stealer?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
"What asset is primarily targeted by the attack pattern that utilizes PowerShell scripts, as seen in the BOOTRASH?","What asset is the main focus of the attack pattern that incorporates PowerShell scripts, used by the BOOTRASH?",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
How does the malware associated with the American campaigns attributed to Ajax Security Team execute its malicious operations?,In what way does the malware used in American campaigns attributed to Ajax Security Team conduct its attack?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What asset is being targeted by the attack pattern that utilizes PowerShell scripts operated by the gh0st?,Which asset is the target of the attack pattern that employs PowerShell scripts used by the gh0st?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What asset typically becomes the focus of an attack that leverages PowerShell scripts as part of the POSHSPY tactic?,What asset is usually targeted by the attack pattern that utilizes PowerShell scripts as a tool of the POSHSPY?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What impact do modular backdoor behaviors have on the progression of a MuddyWater operation?,How do the behaviors of a modular backdoor influence the progression of a MuddyWater campaign?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What tactics can be employed to identify the malicious operations associated with the malware operated by the group behind Operation CuckooBees?,How can we detect the malicious activities of the malware used by the group responsible for Operation CuckooBees?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What course of action targets Windows Registers and mitigates an attack pattern associated with the presence of DCSrv?,"What attack pattern is mitigated by the course of action that targets Windows Registers, and is associated with the presence of DCSrv?",NOT_EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
To what extent does the implementation of Connection Proxy Mitigation reduce the consequences of a worm attack?,To what extent does Connection Proxy Mitigation mitigate the impact of worm?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What action taken on Windows Registers could potentially prevent the OSX/Shlayer attack pattern from unfolding?,How can the course of action that involves operating on Windows Registers help to prevent the attack pattern associated with OSX/Shlayer?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
"What is the primary target of the attack pattern that leverages PowerShell scripts, as employed by the Zen?","What asset is the main focus of the attack pattern that incorporates PowerShell scripts, used by the Zen?",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What types of attack patterns are typically utilized by Dendroid to disperse and compromise systems?,What kind of attack pattern is commonly used by Dendroid to spread and infect systems?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
Can Resource Hijacking Mitigation techniques effectively stop the spread of a worm?,Can Resource Hijacking Mitigation prevent the propagation of worm?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What methods are typically used by malicious software to obtain unauthorized access to users' bank account information?,How do malware programs steal bank account details?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What is the main target of the attack pattern that utilizes PowerShell scripts as a key component of Kwampirs?,"What asset is the primary target of the attack pattern that employs PowerShell scripts, a key component of the Kwampirs?",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What attack pattern is typically linked to the exploitation of DEATHRANSOM malware?,What is the attack pattern associated with DEATHRANSOM tools?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What attack pattern is employed by the tool known as USBStealer?,What is the attack pattern utilized by the tool associated with the USBStealer?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What measures can be implemented to avoid the installation of TangleBot on a system?,What crucial step can be taken to prevent the installation of TangleBot on a system?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What asset is typically targeted by an attack employing PowerShell scripts as a component of the 4H RAT?,What asset is usually targeted by the attack pattern that utilizes PowerShell scripts as a tool of the 4H RAT?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What type of attack pattern is typically employed by DRATzarus?,Which attack pattern does DRATzarus usually utilize?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What malicious tactics does the WastedLocker employ to execute its operations?,What kind of attack pattern does the WastedLocker use to carry out its malicious activities?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What malware technique is utilized by the malware in American campaigns associated with the Chimera threat actor?,What attack technique does the malware employed in American campaigns attributed to Chimera utilize?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What steps can a network administrator take to mitigate the impact of Mori on a computer network?,What countermeasure can be taken to minimize the effects of Mori on a computer network?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What impact do modular backdoors have within the scope of a Ke3chang operation?,What effects do the actions of a modular backdoor have in the context of a Ke3chang campaign?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What asset is primarily targeted by the attack pattern that incorporates PowerShell scripts as part of the Saint Bot?,What asset is primarily affected by the attack pattern that utilizes PowerShell scripts as part of the Saint Bot?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What asset is being targeted by an attack pattern that utilizes PowerShell scripts associated with Tangelo?,Which asset is the target of the attack pattern that employs PowerShell scripts used by the Tangelo?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What level of effectiveness does Transmitted Data Manipulation Mitigation have in countering the threat of worm attacks?,How well does Transmitted Data Manipulation Mitigation protect against worm attacks?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What asset is typically targeted by an attack that leverages PowerShell scripts as part of the MirageFox attack pattern?,What asset is usually targeted by the attack pattern that utilizes PowerShell scripts as a tool of the MirageFox?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What domains did the perpetrators of Operation Wocao use malware for launching their DDoS attacks against?,What domains did the group behind Operation Wocao target with their DDoS attacks using malware?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What are the malicious tactics employed by the Woody RAT to conduct its cyber attacks?,What kind of attack pattern does the Woody RAT use to carry out its malicious activities?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What malicious activities does the OopsIE execute by employing its attack pattern?,What kind of attack pattern does the OopsIE use to carry out its malicious activities?,EQUIVALENT,NOT_EQUIVALENT,NOT_EQUIVALENT,True
What measures can be implemented to mitigate the impact of Egregor on a computer network?,What countermeasure can be taken to minimize the effects of Egregor on a computer network?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
How can taking control of Windows Registers impact the dissemination of Pisloader and its affiliated malicious tactics?,In what way can the course of action that involves operating on Windows Registers help to prevent the spread of Pisloader and its associated attack pattern?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What tool is primarily linked to the attack pattern employed by Kinsing?,What is the primary attack pattern associated with the tool employed by the Kinsing?,NOT_EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What steps can be taken to prevent and minimize the impact of the Android/Chuli.A threat?,What method can effectively prevent and mitigate the damage caused by Android/Chuli.A?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What step must be taken to avert the installation of EvilBunny on a system?,What crucial step can be taken to prevent the installation of EvilBunny on a system?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What attack pattern is typically employed by the entity known as Hi-Zor?,Which attack pattern does Hi-Zor usually utilize?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
How does the modular backdoor's behavior contribute to the objectives of a Patchwork campaign?,What is the role of a modular backdoor's behavior in facilitating the goals of a Patchwork campaign?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What kind of attack pattern is utilized by the Briba?,What type of attack pattern does the Briba employ?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What are the implications of a modular backdoor within the scope of a Mofang operation?,What effects do the actions of a modular backdoor have in the context of a Mofang campaign?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What type of attack pattern is employed by the FunnyDream tool to compromise systems?,What type of attack pattern is used by the FunnyDream's tool to compromise systems?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
