Question,Section,path,n_gold,known_gold_bug,n_sparql,match
What actions does the SHARPSTATS take?,single_hop_not_filter,uses_attack_pattern,8,False,8,True
Which malicious backdoor or ransomware is linked to the Aoqin Dragon?,single_hop_relationship_filter,uses_malware<SEP>filter ransomware or backdoor,2,False,2,True
The Operation Ghost is thought to have employed which form of malware?,single_hop_not_filter,uses_attack_pattern,7,False,7,True
What are the essential measures to prevent and mitigate the methods employed by Evilnum?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,23,False,23,True
Which defense PowerSploit can be compromised by?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,8,False,8,True
Which platform does Implant Internal Image target or operate on?,intra_relationship,x_mitre_platforms,1,False,1,True
What is the primary behavior of the LoudMiner?,single_hop_not_filter,uses_attack_pattern,21,False,21,True
What is the process of detecting and eliminating Naid from a system?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,15,False,15,True
What is the primary behavior of the Prikormka?,single_hop_not_filter,uses_attack_pattern,30,False,30,True
What platform does MCMD primarily operate on?,intra_relationship,x_mitre_platforms,1,False,1,True
How do CostaBricks tactics avoid detection by security systems?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,4,False,4,True
What types of systems are commonly targeted by malware used to compromise the ICS devices of Aquatic Panda?,multihop_one_entity_filter,uses_malware<SEP>filter ICS<SEP>uses_attack_pattern<SEP>targets,14,False,14,True
What security features do QakBot methods frequently undermine?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,15,False,15,True
How do you detect the presence of SocGholish in a system?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,27,False,27,True
When did C0026 conclude its activities?,intra_relationship,last_seen,1,False,1,True
Which defensive strategies are commonly bypassed by PUNCHBUGGY attacks?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,8,False,8,True
What types of defenses or security controls can Mshta compromise or disable?,intra_relationship,x_mitre_defense_bypassed,2,False,2,True
What systems or networks are the Andariel methods designed to infiltrate or exploit?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,8,False,8,True
On which platform is Adversary-in-the-Middle typically deployed or executed?,intra_relationship,x_mitre_platforms,4,False,4,True
What asset is usually targeted by the attack pattern that utilizes PowerShell scripts as a tool of the Ursnif?,multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,7,False,7,True
What backdoor or ransomware tactic is utilized by the TA551?,single_hop_relationship_filter,uses_malware<SEP>filter ransomware or backdoor,2,False,2,True
What platform was the focal point of the FunnyDream's cyberattack?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,9,False,9,True
What platforms do the Mustard Tempest techniques aim to compromise or disrupt?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,5,False,5,True
What types of security measures can techniques employed by the Earth Lusca circumvent?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,10,False,10,True
Which key approach helps to neutralize the impact of Elise on a system?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,40,False,40,True
What type of RAT software is employed by Operation Dream Job?,single_hop_relationship_filter,uses_malware<SEP>filter RAT,2,False,2,True
What is the main intention of a Call Log ?,intra_relationship,x_mitre_tactic_type,1,False,1,True
Which security protocol failed to prevent the Operation Spalax attackers from bypassing the defense measure?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,7,False,7,True
"What asset is at the center of the attack pattern that utilizes PowerShell scripts, a distinguishing feature of the CreepyDrive?",multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,6,False,6,True
On which platform is File/Path Exclusions typically deployed or executed?,intra_relationship,x_mitre_platforms,1,False,1,True
Can you explain how NTFS Extended Attributes evades detection by security systems?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
What mechanism does the Impacket utilize?,single_hop_not_filter,uses_attack_pattern,11,False,11,True
How do you detect the presence of RedDrop in a system?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,16,False,16,True
What type of platform is AppCert DLLs typically designed for?,intra_relationship,x_mitre_platforms,1,False,1,True
What defensive strategy is most effective in mitigating the risks associated with SharkBot?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,17,False,17,True
What asset is primarily affected by the attack pattern that utilizes PowerShell scripts as part of the USBStealer?,multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,3,False,3,True
Can you describe the methods by which PubPrn evades the defenses of security systems?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
What platforms do the techniques employed by the POLONIUM typically target?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,5,False,5,True
What crucial step can be taken to prevent the installation of BendyBear on a system?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,17,False,17,True
How do you detect the presence of Allwinner in a system?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,3,False,3,True
What are the malicious programs that a strategy using encryption is designed to mitigate?,multihop_no_entity,is_course_of_action_type<SEP>filter encryption<SEP>mitigates<SEP>used_by_malware,330,False,330,True
What are the repercussions of a modular backdoor's involvement in a GOLD SOUTHFIELD campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
How do PowerDuke attacks manage to evade detection by intrusion detection systems and other security software?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,5,False,5,True
What rootkit or spyware does the Bouncing Golf commonly use?,single_hop_relationship_filter,uses_malware<SEP>filter rootkit or spyware,1,False,1,True
What is the identity of the RAT software used by 2015 Ukraine Electric Power Attack?,single_hop_relationship_filter,uses_malware<SEP>filter RAT,1,False,1,True
What backdoor or ransomware tool is employed by the Cinnamon Tempest?,single_hop_relationship_filter,uses_malware<SEP>filter ransomware or backdoor,3,False,3,True
"Has Charming Kitten employed OSX_OCEANLOTUS.D in their operations? If they have, describe its typical behaviors.",other_double_entity,is_intrusion_set_type<SEP>select Charming Kitten<SEP>is_responsible<SEP>uses_malware<SEP>select OSX_OCEANLOTUS.D<SEP>uses_attack_pattern,35,False,35,True
What strategies does Indicator Removal on Host use to evade security defenses and remain undetected?,intra_relationship,x_mitre_defense_bypassed,2,False,2,True
Which asset is the target of the attack pattern that employs PowerShell scripts used by the Orz?,multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,12,False,12,True
Which asset is the target of the attack pattern that employs PowerShell scripts used by the DealersChoice?,multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,7,False,7,True
What characteristics does the Clambling exhibit?,single_hop_not_filter,uses_attack_pattern,34,False,34,True
What crucial tactic is employed to counter the threat posed by Ragnar Locker?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,25,False,25,True
What kinds of protection do InvisiMole techniques usually sidestep?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,15,False,15,True
What kinds of protection do Pony techniques usually sidestep?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,4,False,4,True
"What characteristics define SslMM, and does it contain a backdoor that enables the use of Electron Applications?",double_entity,is_malware_type<SEP>select SslMM<SEP>filter backdoor<SEP>uses_attack_pattern<SEP>select Electron Applications,1,False,1,True
What key component of cybersecurity helps to prevent and mitigate the attacks of Hancitor?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,28,False,28,True
What essential technique is used to combat the malicious activities of DEADEYE?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,27,False,27,True
What does an attacker seek to accomplish with Ptrace System Calls?,intra_relationship,x_mitre_tactic_type,1,False,1,True
What is the typical behavior of MESSAGETAP versus ZxxZ when it comes to launching DDoS attacks?,entity_in_path,is_malware_type<SEP>filter DDoS<SEP>select MESSAGETAP ZxxZ,2,False,2,True
Which defensive strategies are commonly bypassed by Samurai attacks?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,7,False,7,True
What signs or symptoms indicate the presence of Escobar in a computer?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,13,False,13,True
Can you tell me about the techniques used to detect FrozenCell?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,17,False,17,True
What is the native platform for Fgdump?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,1,False,1,True
What asset is primarily affected by the attack pattern that utilizes PowerShell scripts as part of the NightClub?,multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,6,False,6,True
Which type of KOMPROGO is more likely to employ DDoS attacks in its attack strategy?,entity_in_path,is_malware_type<SEP>filter DDoS<SEP>select KOMPROGO BADNEWS,2,False,2,True
What defense mechanisms are vulnerable to exploitation by Code Signing Policy Modification?,intra_relationship,x_mitre_defense_bypassed,2,False,2,True
How does a modular backdoor's behavior affect the dynamics of a Cinnamon Tempest campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
What virus is the Night Dragon known to use?,single_hop_not_filter,uses_malware,3,False,3,True
What platforms or systems are commonly compromised by the spyware techniques employed by TA2541?,multihop_one_entity_filter,uses_malware<SEP>filter spyware<SEP>uses_attack_pattern<SEP>x_mitre_platforms,8,False,8,True
What are the common methods used to detect and prevent GLASSTOKEN infections?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,10,False,10,True
What kind of defense mechanism can a PoshC2 bypass?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,5,False,5,True
For which platform is At (Linux) primarily intended?,intra_relationship,x_mitre_platforms,1,False,1,True
In what way does the Pallas operate?,single_hop_not_filter,uses_attack_pattern,23,False,23,True
What is the typical behavior associated with the LAPSUS$?,single_hop_not_filter,uses_attack_pattern,42,False,42,True
What countermeasure can be taken to minimize the effects of CCBkdr on a computer network?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,14,False,14,True
Which of the two types of Cerberus is more commonly associated with DDoS attacks?,entity_in_path,is_malware_type<SEP>filter DDoS<SEP>select Cerberus GoldenSpy,2,False,2,True
What defensive strategy is most effective in mitigating the risks associated with BLACKCOFFEE?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,19,False,19,True
What techniques does Mark-of-the-Web Bypass use to evade detection and remain active?,intra_relationship,x_mitre_defense_bypassed,2,False,2,True
