Question,Path,Section,FinalPath,TemplateKey,SkeletonKey
What kinds of assets are most susceptible to REvil infections?,<PATH>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets
Which detection techniques are necessary to identify the malware tactics used by Deep Panda?,<PATH>uses_malware<SEP>uses_attack_pattern<SEP>detected_by</PATH>,multi_hop_relationship,uses_malware<SEP>uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>detected_by
What valuable asset is typically the focal point of malicious malware attacks conducted by Ferocious Kitten in their operations?,<PATH>uses_malware<SEP>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_malware<SEP>uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>targets
Does the backdoor exploit involve Supply Chain Compromise?,<PATH>used_by_malware<SEP>description<SEP>filter backdoor</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
"What are the objectives of Ginp, and what kind of damage can they inflict on a system?",<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>x_mitre_tactic_type,multi_hop_relationship||uses_attack_pattern<SEP>x_mitre_tactic_type,multi_hop_relationship||uses_attack_pattern<SEP>x_mitre_tactic_type
Is Client Configurations a key component of spyware attacks?,<PATH>used_by_malware<SEP>description<SEP>filter spyware</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter spyware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter spyware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
"What are the various stages or phases that a kill chain consists of, specifically in relation to the behavior of multi-stage malware tools employed by groups involved in Operation Spalax?",<PATH>attributed_to<SEP>uses_malware<SEP>uses_tool<SEP>filter multi-stage<SEP>uses_attack_pattern<SEP>kill_chain_phases</PATH>,multi_hop_relationship,attributed_to<SEP>uses_malware<SEP>uses_tool<SEP>filter multi-stage<SEP>uses_attack_pattern<SEP>kill_chain_phases,multi_hop_relationship||attributed_to<SEP>uses_malware<SEP>uses_tool<SEP>filter multi-stage<SEP>uses_attack_pattern<SEP>kill_chain_phases,multi_hop_relationship||attributed_to<SEP>uses_malware<SEP>uses_tool<SEP>filter<SEP>uses_attack_pattern<SEP>kill_chain_phases
What are the primary data sources behind the techniques that the Data Encoding Mitigation helps to prevent?,<PATH>mitigates<SEP>x_mitre_data_sources</PATH>,multi_hop_relationship,mitigates<SEP>x_mitre_data_sources,multi_hop_relationship||mitigates<SEP>x_mitre_data_sources,multi_hop_relationship||mitigates<SEP>x_mitre_data_sources
How do PS1 operate?,<PATH>uses_attack_pattern</PATH>,multi_hop_relationship,uses_attack_pattern,multi_hop_relationship||uses_attack_pattern,multi_hop_relationship||uses_attack_pattern
What approach can be used to counteract Data Compressed?,<PATH>mitigated_by</PATH>,multi_hop_relationship,mitigated_by,multi_hop_relationship||mitigated_by,multi_hop_relationship||mitigated_by
What is the recommended remediation plan for dealing with China Chopper?,<PATH>uses_attack_pattern<SEP>detects</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>detects,multi_hop_relationship||uses_attack_pattern<SEP>detects,multi_hop_relationship||uses_attack_pattern<SEP>detects
Can Winnti for Windows be described as a type of backdoor malware?,<PATH>description<SEP>filter backdoor</PATH>,multi_hop_relationship,description<SEP>filter backdoor,multi_hop_relationship||description<SEP>filter backdoor,multi_hop_relationship||description<SEP>filter
How can we optimize our detection capabilities to identify the techniques used by TA505?,<PATH>uses_attack_pattern<SEP>detected_by</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_attack_pattern<SEP>detected_by
"What objectives does iKitten strive for, and what measures can be taken to prevent these objectives?",<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>x_mitre_tactic_type,multi_hop_relationship||uses_attack_pattern<SEP>x_mitre_tactic_type,multi_hop_relationship||uses_attack_pattern<SEP>x_mitre_tactic_type
What steps should be taken to prevent the spread of malware employed by groups involved in Operation Sharpshooter?,<PATH>attributed_to<SEP>uses_malware<SEP>uses_attack_pattern<SEP>mitigated_by</PATH>,multi_hop_relationship,attributed_to<SEP>uses_malware<SEP>uses_attack_pattern<SEP>mitigated_by,multi_hop_relationship||attributed_to<SEP>uses_malware<SEP>uses_attack_pattern<SEP>mitigated_by,multi_hop_relationship||attributed_to<SEP>uses_malware<SEP>uses_attack_pattern<SEP>mitigated_by
Can Shamoon be described as a type of backdoor malware?,<PATH>description<SEP>filter backdoor</PATH>,multi_hop_relationship,description<SEP>filter backdoor,multi_hop_relationship||description<SEP>filter backdoor,multi_hop_relationship||description<SEP>filter
What computer system requirements must be fulfilled by the malware employed in APT-C-36's campaigns to ensure successful execution?,<PATH>is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>x_mitre_system_requirements</PATH>,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>x_mitre_system_requirements,multi_hop_relationship||is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>x_mitre_system_requirements,multi_hop_relationship||is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>x_mitre_system_requirements
What are some common techniques associated with loader malware?,<PATH>is_malware_type<SEP>filter loader<SEP>uses_attack_pattern</PATH>,multi_hop_relationship,is_malware_type<SEP>filter loader<SEP>uses_attack_pattern,multi_hop_relationship||is_malware_type<SEP>filter loader<SEP>uses_attack_pattern,multi_hop_relationship||is_malware_type<SEP>filter<SEP>uses_attack_pattern
Describe the nature of CDNs in the world of cybersecurity.,<PATH>description</PATH>,multi_hop_relationship,description,multi_hop_relationship||description,multi_hop_relationship||description
What tools and techniques have been used by the group that perpetrated the operation Operation CuckooBees?,<PATH>attributed_to<SEP>uses_tool</PATH>,multi_hop_relationship,attributed_to<SEP>uses_tool,multi_hop_relationship||attributed_to<SEP>uses_tool,multi_hop_relationship||attributed_to<SEP>uses_tool
How effective is Trusted Developer Utilities Mitigation in combating spyware?,<PATH>mitigates<SEP>used_by_malware<SEP>description<SEP>filter spyware</PATH>,multi_hop_relationship,mitigates<SEP>used_by_malware<SEP>description<SEP>filter spyware,multi_hop_relationship||mitigates<SEP>used_by_malware<SEP>description<SEP>filter spyware,multi_hop_relationship||mitigates<SEP>used_by_malware<SEP>description<SEP>filter
What is the relationship between Data Destruction and backdoor?,<PATH>used_by_malware<SEP>description<SEP>filter backdoor</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
What types of data or systems are at risk from Gooligan attacks?,<PATH>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets
Is Invalid Code Signature a key component of a worm's malicious functionality?,<PATH>used_by_malware<SEP>description<SEP>filter worm</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter worm,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter worm,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
What key asset is commonly compromised by XAgentOSX?,<PATH>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets
Can Matryoshka be identified as a form of spyware?,<PATH>description<SEP>filter spyware</PATH>,multi_hop_relationship,description<SEP>filter spyware,multi_hop_relationship||description<SEP>filter spyware,multi_hop_relationship||description<SEP>filter
Is the presence of a backdoor a defining characteristic of Cryptoistic?,<PATH>description<SEP>filter backdoor</PATH>,multi_hop_relationship,description<SEP>filter backdoor,multi_hop_relationship||description<SEP>filter backdoor,multi_hop_relationship||description<SEP>filter
What steps can be taken to prevent and respond to the malware attacks carried out by the group responsible for Operation Dream Job?,<PATH>attributed_to<SEP>uses_malware<SEP>uses_attack_pattern<SEP>mitigated_by</PATH>,multi_hop_relationship,attributed_to<SEP>uses_malware<SEP>uses_attack_pattern<SEP>mitigated_by,multi_hop_relationship||attributed_to<SEP>uses_malware<SEP>uses_attack_pattern<SEP>mitigated_by,multi_hop_relationship||attributed_to<SEP>uses_malware<SEP>uses_attack_pattern<SEP>mitigated_by
What are the methods used by CreepyDrive to evade detection?,<PATH>uses_attack_pattern</PATH>,multi_hop_relationship,uses_attack_pattern,multi_hop_relationship||uses_attack_pattern,multi_hop_relationship||uses_attack_pattern
How do trojans typically operate?,<PATH>is_malware_type<SEP>filter trojan<SEP>uses_attack_pattern</PATH>,multi_hop_relationship,is_malware_type<SEP>filter trojan<SEP>uses_attack_pattern,multi_hop_relationship||is_malware_type<SEP>filter trojan<SEP>uses_attack_pattern,multi_hop_relationship||is_malware_type<SEP>filter<SEP>uses_attack_pattern
Is ransomware known to use the Social Media Accounts approach?,<PATH>used_by_malware<SEP>description<SEP>filter ransomware</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter ransomware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter ransomware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
Is PingPull essentially a spyware program?,<PATH>description<SEP>filter spyware</PATH>,multi_hop_relationship,description<SEP>filter spyware,multi_hop_relationship||description<SEP>filter spyware,multi_hop_relationship||description<SEP>filter
What is the primary attack pattern exploited by the Pysa affecting the given asset?,<PATH>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets
What strategies do riskware utilize?,<PATH>is_malware_type<SEP>filter riskware<SEP>uses_attack_pattern</PATH>,multi_hop_relationship,is_malware_type<SEP>filter riskware<SEP>uses_attack_pattern,multi_hop_relationship||is_malware_type<SEP>filter riskware<SEP>uses_attack_pattern,multi_hop_relationship||is_malware_type<SEP>filter<SEP>uses_attack_pattern
What are the key types of attacks that target the sensitive assets affected by GOLD SOUTHFIELD?,<PATH>uses_malware<SEP>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_malware<SEP>uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>targets
"What techniques, including SIM Card Swap, do ransomware attacks often involve?",<PATH>used_by_malware<SEP>description<SEP>filter ransomware</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter ransomware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter ransomware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
Give me a summary of USBStealer campaigns that have been reported in the past year.,<PATH>used_by_campaign</PATH>,multi_hop_relationship,used_by_campaign,multi_hop_relationship||used_by_campaign,multi_hop_relationship||used_by_campaign
"What objectives does FunnyDream strive for, and what measures can be taken to prevent these objectives?",<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>x_mitre_tactic_type,multi_hop_relationship||uses_attack_pattern<SEP>x_mitre_tactic_type,multi_hop_relationship||uses_attack_pattern<SEP>x_mitre_tactic_type
What steps can be taken to eliminate the threat posed by BBSRAT methods?,<PATH>uses_attack_pattern<SEP>detects</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>detects,multi_hop_relationship||uses_attack_pattern<SEP>detects,multi_hop_relationship||uses_attack_pattern<SEP>detects
Can you confirm whether Process Hollowing is employed by backdoor?,<PATH>used_by_malware<SEP>description<SEP>filter backdoor</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
Can SLOTHFULMEDIA be identified as a form of spyware?,<PATH>description<SEP>filter spyware</PATH>,multi_hop_relationship,description<SEP>filter spyware,multi_hop_relationship||description<SEP>filter spyware,multi_hop_relationship||description<SEP>filter
What critical asset is often the main target of BOOTRASH?,<PATH>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets
What critical asset is usually the objective of malicious malware operations used by APT12?,<PATH>uses_malware<SEP>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_malware<SEP>uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>targets
What are the network domains that the ViceLeaker uses to carry out its attack?,<PATH>uses_tool<SEP>uses_attack_pattern<SEP>x_mitre_domains</PATH>,multi_hop_relationship,uses_tool<SEP>uses_attack_pattern<SEP>x_mitre_domains,multi_hop_relationship||uses_tool<SEP>uses_attack_pattern<SEP>x_mitre_domains,multi_hop_relationship||uses_tool<SEP>uses_attack_pattern<SEP>x_mitre_domains
What remediation actions are required to prevent the spread of Maze?,<PATH>uses_attack_pattern<SEP>detects</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>detects,multi_hop_relationship||uses_attack_pattern<SEP>detects,multi_hop_relationship||uses_attack_pattern<SEP>detects
